Jan 01 08:01:22 webapp01 sudo: devops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 08 12:43:39 db01 sudo: dbadmin : TTY=pts/1 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 12:44:31 db01 sudo: devops01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 08 12:45:26 webapp01 sudo: monitor : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 08 12:46:05 db01 sudo: builduser : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 12:46:19 webapp01 sudo: devops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 12:47:31 proxy01 sudo: builduser : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 12:48:11 db01 sudo: dbadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 12:48:43 staging01 sudo: dbadmin : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 08 12:49:42 webapp02 sudo: admin01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 08 12:50:08 proxy01 sudo: svcdeploy : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 08 12:50:36 worker01 sudo: builduser : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 12:51:17 db01 sudo: admin01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 12:51:32 db01 sudo: secops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 12:52:18 db01 sudo: builduser : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 12:52:49 db01 sudo: admin01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 08 12:52:50 staging01 sudo: operator01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 12:53:42 api01 sudo: monitor : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 12:54:42 api01 sudo: admin01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 12:54:44 staging01 sudo: admin01 : TTY=pts/2 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 12:54:45 db01 sudo: operator01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 12:55:59 proxy01 sudo: monitor : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 08 12:57:11 worker01 sudo: monitor : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 12:58:29 webapp02 sudo: backupsvc : TTY=pts/3 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 12:58:34 api01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 08 12:59:12 api01 sudo: webadmin : TTY=pts/1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 13:00:22 db01 sudo: webadmin : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 13:00:54 webapp01 sudo: svcdeploy : TTY=pts/0 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 13:01:16 worker01 sudo: monitor : TTY=pts/3 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 13:01:20 db01 sudo: operator01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 08 13:02:25 api01 sudo: builduser : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 13:03:23 api01 sudo: dbadmin : TTY=pts/0 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 08 13:04:05 proxy01 sudo: dbadmin : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 13:05:11 webapp01 sudo: secops01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 08 13:06:33 cache01 sudo: devops01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 08 13:07:10 db01 sudo: webadmin : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 13:07:55 worker01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:08:58 db01 sudo: secops01 : TTY=pts/0 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 08 13:10:01 db01 sudo: secops01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:11:00 staging01 sudo: svcdeploy : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 08 13:12:11 webapp02 sudo: backupsvc : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 13:12:47 webapp01 sudo: operator01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 13:13:38 cache01 sudo: monitor : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 08 13:13:47 webapp01 sudo: webadmin : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 08 13:14:55 staging01 sudo: backupsvc : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 08 13:16:14 db01 sudo: dbadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 13:17:20 cache01 sudo: monitor : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 13:17:22 worker01 sudo: backupsvc : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 13:17:24 worker01 sudo: operator01 : TTY=pts/1 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:17:31 cache01 sudo: admin01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 08 13:18:42 webapp02 sudo: dbadmin : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 08 13:19:34 staging01 sudo: webadmin : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:19:50 staging01 sudo: backupsvc : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 08 13:20:37 cache01 sudo: admin01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 13:21:57 webapp01 sudo: webadmin : TTY=pts/1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 08 13:23:11 webapp01 sudo: backupsvc : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 13:23:41 proxy01 sudo: dbadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:24:00 cache01 sudo: webadmin : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 08 13:24:43 proxy01 sudo: dbadmin : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 08 13:26:08 api01 sudo: builduser : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 13:26:19 api01 sudo: builduser : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 08 13:26:57 api01 sudo: builduser : TTY=pts/3 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 13:28:12 cache01 sudo: monitor : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 13:29:10 worker01 sudo: svcdeploy : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 08 13:30:04 cache01 sudo: backupsvc : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 13:30:59 cache01 sudo: builduser : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 13:32:27 proxy01 sudo: operator01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 13:33:26 webapp01 sudo: admin01 : TTY=pts/3 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 13:33:30 cache01 sudo: secops01 : TTY=tty1 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:33:55 worker01 sudo: operator01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 08 13:35:15 webapp01 sudo: backupsvc : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 08 13:35:28 cache01 sudo: webadmin : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 13:36:18 cache01 sudo: dbadmin : TTY=pts/0 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 08 13:36:54 api01 sudo: operator01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 08 13:37:49 webapp02 sudo: monitor : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 08 13:38:05 api01 sudo: builduser : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:39:34 proxy01 sudo: devops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 13:39:53 proxy01 sudo: svcdeploy : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 08 13:40:52 worker01 sudo: secops01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 08 13:41:43 staging01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 13:42:28 staging01 sudo: dbadmin : TTY=pts/0 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 13:43:48 api01 sudo: builduser : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 13:44:56 webapp01 sudo: builduser : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 13:45:58 staging01 sudo: backupsvc : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:46:51 db01 sudo: builduser : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 13:47:06 proxy01 sudo: svcdeploy : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 08 13:47:35 cache01 sudo: secops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 08 13:47:53 api01 sudo: admin01 : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 13:48:55 worker01 sudo: webadmin : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 08 13:49:31 db01 sudo: devops01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 08 13:50:48 api01 sudo: devops01 : TTY=pts/1 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 13:52:13 cache01 sudo: devops01 : TTY=pts/1 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 13:53:20 worker01 sudo: operator01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 13:53:53 cache01 sudo: svcdeploy : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:54:38 webapp01 sudo: admin01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 08 13:55:54 webapp01 sudo: operator01 : TTY=pts/2 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 08 13:56:19 webapp02 sudo: webadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 13:57:39 db01 sudo: operator01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 13:57:59 db01 sudo: backupsvc : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 08 13:58:07 webapp01 sudo: secops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 13:58:43 staging01 sudo: monitor : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 13:59:13 webapp02 sudo: secops01 : TTY=pts/3 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 08 13:59:30 api01 sudo: webadmin : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 13:59:39 staging01 sudo: builduser : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 14:01:06 staging01 sudo: devops01 : TTY=pts/0 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 14:01:27 worker01 sudo: webadmin : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 14:02:47 webapp02 sudo: admin01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 14:03:49 webapp01 sudo: operator01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 14:03:52 staging01 sudo: operator01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 08 14:04:18 worker01 sudo: devops01 : TTY=pts/1 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 14:05:36 staging01 sudo: monitor : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 14:06:30 worker01 sudo: operator01 : TTY=pts/3 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 14:07:23 proxy01 sudo: svcdeploy : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 08 14:07:58 worker01 sudo: secops01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 08 14:08:47 proxy01 sudo: monitor : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 08 14:09:54 db01 sudo: dbadmin : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 14:11:12 webapp02 sudo: operator01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 14:11:22 proxy01 sudo: svcdeploy : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 14:11:47 db01 sudo: devops01 : TTY=pts/1 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 14:13:16 staging01 sudo: operator01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 14:13:57 staging01 sudo: webadmin : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 08 14:15:21 webapp01 sudo: monitor : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 08 14:16:39 webapp01 sudo: devops01 : TTY=pts/1 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 14:17:08 webapp02 sudo: builduser : TTY=pts/3 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 14:17:51 api01 sudo: admin01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 08 14:18:48 proxy01 sudo: admin01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 14:20:05 webapp01 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 08 14:21:00 cache01 sudo: devops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 08 14:21:20 webapp01 sudo: secops01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 14:21:40 proxy01 sudo: backupsvc : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 08 14:22:16 worker01 sudo: admin01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 14:22:50 cache01 sudo: webadmin : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 14:24:00 worker01 sudo: operator01 : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 08 14:25:25 worker01 sudo: dbadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 08 14:26:24 db01 sudo: svcdeploy : TTY=tty1 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 08 14:26:37 staging01 sudo: builduser : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 14:27:50 cache01 sudo: admin01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 14:27:57 proxy01 sudo: admin01 : TTY=pts/1 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 14:28:38 worker01 sudo: monitor : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 08 14:28:54 webapp01 sudo: webadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 08 14:29:59 webapp02 sudo: builduser : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 08 14:31:01 db01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 14:31:09 api01 sudo: monitor : TTY=pts/0 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 08 14:31:23 cache01 sudo: devops01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 08 14:31:41 proxy01 sudo: devops01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 14:32:55 cache01 sudo: backupsvc : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 14:34:14 db01 sudo: backupsvc : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 08 14:35:32 proxy01 sudo: admin01 : TTY=pts/0 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 08 14:36:27 db01 sudo: admin01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 14:36:46 api01 sudo: svcdeploy : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 14:37:14 worker01 sudo: builduser : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 14:38:14 worker01 sudo: admin01 : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 08 14:38:18 staging01 sudo: devops01 : TTY=pts/1 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 08 14:39:37 worker01 sudo: secops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 08 14:40:40 staging01 sudo: builduser : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
Jan 08 14:41:46 db01 sudo: webadmin : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 14:41:47 proxy01 sudo: admin01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 14:43:07 proxy01 sudo: dbadmin : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 08 14:43:56 staging01 sudo: dbadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 08 14:44:28 staging01 sudo: secops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 14:45:41 worker01 sudo: builduser : TTY=pts/0 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 14:46:49 cache01 sudo: devops01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 14:48:01 webapp01 sudo: backupsvc : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 08 14:48:10 webapp01 sudo: dbadmin : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 08 14:48:37 db01 sudo: dbadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 08 14:50:01 cache01 sudo: backupsvc : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 08 14:50:52 cache01 sudo: devops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 14:51:31 staging01 sudo: svcdeploy : TTY=pts/3 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 08 14:52:38 api01 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 08 14:53:44 proxy01 sudo: devops01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 08 14:55:07 api01 sudo: dbadmin : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 08 14:55:32 webapp01 sudo: secops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 08 14:56:46 webapp01 sudo: monitor : TTY=pts/2 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 14:58:05 worker01 sudo: svcdeploy : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 08 14:58:16 cache01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 08 14:58:56 staging01 sudo: dbadmin : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 08 15:00:20 worker01 sudo: operator01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 08 15:00:41 proxy01 sudo: operator01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 15:01:56 api01 sudo: svcdeploy : TTY=pts/0 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 08 15:02:16 proxy01 sudo: backupsvc : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 08 15:02:29 webapp01 sudo: admin01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 08 15:03:46 webapp02 sudo: admin01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 08 15:04:46 cache01 sudo: admin01 : TTY=pts/2 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 08 15:05:52 api01 sudo: operator01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
